Product ID,Store Trust Score,Store Trustworthiness,Shipping Price,Delivery Time,Delivery Dates,Product Trustworthiness
1005005802784162,57.99999999999999,Neutral Trustworthiness,0,0,18 jan. et le 22 jan.,Very Low Trustworthiness
1005005802784162,57.99999999999999,Neutral Trustworthiness,0,0,18 jan. et le 22 jan.,Very Low Trustworthiness
1005006348485294,63.0,Somewhat Trustworthy,0,0,18 jan.-22 jan.,Highly Untrustworthy
1005006140450119,66.0,Somewhat Trustworthy,0,0,18 jan. et le 22 jan.,Very Low Trustworthiness
